Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
Encontré la herramienta para hacer aros. Mmm... 5 favoritos y me hago uno.,Low,casual,conversational and informal,motivated,none
se puede morir por falta de relaciones?,Medium,inquisitive,informative and neutral,worrisome,morir
estoy re celosa de ustedes tres,Medium,casual,informal and emotional,jealousy,celosa
"Ellas quieren enviarme por una pizza, pero no voy.",Low,neutral,informative,assertive,none
Estamos llevados y gracias a Quien?,Medium,sarcastic,colloquial,frustrated,llevados
Expusieron sus secretos.,Low,neutral,informative,neutral,none
Netflix es pésimo,Medium,negative,informal,disapproval,pésimo
"Como me afecta tanto esto, no deberia.",Low,concerned,conversational,frustration,ninguno
.. sólo hablando cinco minutos puedes cambiar mi pensamiento,Low,casual,conversational,open-minded,none
"AJAJAJ por Dios, pierde seriedad el asunto",Low,informal,sarcastic,critical,pierde seriedad
Pero en el otro video usted misma dice que ellas están treinta estratos más arriba.,Low,neutral,informative,neutral,none
La situación era que comencé a coquetear con ella para ver si algo podía suceder.,Medium,casual,colloquial,manipulative,coquetear
Este sujeto es el que decía que no era muy de banderas?,Medium,casual,informative and casual,slightly skeptical,sujeto
"Eso destruyó mi alma en mil pedazos, que mal.",Low,expressive,emotional and dramatic,negative,"destruyó, mil pedazos, mal"
Pero la gente no piensa prendiendo las plantas?,Low,inquisitive,conversational,critical,none
Será que escuchara o leerá esto para ver si hace caso y deja tanta arrogancia,Medium,confrontational,critical,negative,arrogancia
Mala DERECHA GUARDAR EL HACHA YA Y RESPETAR MÁS A NUESTROS MAGNÍFICO CIUDADANOS.,Medium,aggressive,commanding and critical,negative,Mala
"Sí, siempre se copan, son unos genios.",Low,friendly,conversational,positive,none
En cualquier momento agarro una tijeri y me cortó el cabello,Low,casual,informal,neutral,none
"Pues llevo 6 y estoy harto, que no tengo.",Medium,frustrated,informal,negative,harto
No puedo creer que ama tu opinión le pusieron 3 me gustas,Low,informal,expressive,sarcastic,none
Mis compañeros cuando quieren se ponen de modo insoportables como ninguno,Medium,frustrated,colloquial,negative,insoportables
Que yo no entiendo como podes pensar si te estas impresionado,Low,informal,conversational,confused,none
"Jajajaja yo lo vi como 20 veces, es que le gusta molestarloz",Low,playful,informal,teasing,molestarloz
Creo que no entiende la existencia el ahorro y romperse el lomo en el trabajo,Medium,critical,informative,disapproving,romperse el lomo
no me quiero ir,Low,neutral,informative,negative or reluctant,none
Y un penal no fuiste capaz de meter.,Medium,critical,informal and dismissive,disappointment,no fuiste capaz
Que mal humor tengo hoy,Low,informal,expressive and neutral,frustration,mal humor
Como me molesta que tarden en contestar.,Medium,frustrated,informative and emotional,annoyed,molesta
Sólo estoy aquí desvelándome sin necesidad,Low,informal,expressive and neutral,frustration,none
Instagram no me preocupa en absoluto quién está haciendo transmisiones en vivo. ¿Entendido? Bueno.,Medium,assertive,informal and direct,dismissive,"preocupa, entendido"
Que problema estaría teniendo de ir al club🙄,Medium,sarcastic,informal,dismissive,problema
mirad qué cara de tiene,Medium,judgmental,informal and colloquial,negative,cara
Ahora me siento peor,Low,informal,descriptive,negative,peor
En cualquier bar sencillo se come rico en Baires!,Low,informal,casual and positive,positive,none
Y el papel secundario de Gordon Pinsent es una maravilla!!!!,Low,enthusiastic,informative and positive,praise,none
"Como no encuentro Mickeys, me dedicó a mirar chicas.",Medium,informal,casual and colloquial,objectifying,mirar chicas
"Deje de hablar tanta cosas, que en eso si son buenos",Medium,informal,derogatory and dismissive,criticizing,"Deje de hablar, en eso si son buenos"
swiss medical,Low,informative,neutral,neutral,none
Me encanta cuando la gente habla sin saber,Medium,sarcastic,informal and sarcastic,negative,habla sin saber
Continúen saliendo de fiesta irresponsablemente. Sigan pensando que esto es un juego y que son inmunes al Covid-19.,Medium,sarcastic,informative,critical,"irresponsablemente, juego, inmunes"
La Cuarentena no sirve,Medium,critical,informative and assertive,negative,no sirve
CUARTO trabajo que nos mandas en dos semanas,Medium,informal,frustrated,irritation,none
Los españoles tenemos una paciencia infinita o somos avariciosos?,Medium,questioning,conversational,ambiguous,avariciosos
Tiene que ser una persona muy despreciable en este mundo para meterse con los niños de alguien.,Medium,aggressive,accusatory,negative,despreciable
"Que mal ya es hacer ejercicio, pero bueno dios me hizo simpático pero no flaco",Low,casual,humorous,self-deprecating,mal
te podeis ir a otro lado jajajaja #VzlaSeRespeta #LasCallesSonDelPueblo,Medium,dismissive and mocking,informal and confrontational,negative,irte
"No me puedo ni levantar de la cama, q gripe tan horrible",Low,informal,descriptive and expressive,frustration,horrible
Parece que el Leicester no tenía otra opción más que venir a Madrid. 😂😂,Low,casual,informal,slightly sarcastic,none
que eternas s me hacen las noches con el insomnio,Low,informal,expressive,frustration,insomnio
Gracias a Dios que solo Messi juega bien en Arg,Medium,sarcastic,informal and colloquial,negative,"solo, bien"
Quiero estar en una relación pero también quiero salir de fiesta. ¿Qué debo hacer? 😂💔,Low,conversational,colloquial and humorous,conflicted,none
Tendría que dejar de escuchar canciones que me destrozan,Low,contemplative,personal and reflective,negative introspection,destrozan
ver a Pedro el guapo de presidente y piensan que cualquiera puede prosperar en nuestra patria,Medium,contemptuous,casual and derogatory,skeptical,cualquiera
Las jordan 13 de Villanueva lo hicieron mal,Low,neutral,informative,critical,mal
A quién van a salvar hoy?,Low,inquisitive,neutral,curiosity,none
"Con todos los crímenes y la violencia que hay, ¿van a molestar a un chico que trabaja duro?",Low,inquisitive,conversational,defensive,"crímenes, violencia, molestar"
Lo siento soy consciente de lo que he soltado,Low,apologetic,formal,remorseful,none
Y ella no se desilusionó   cómo  con M Macri?,Medium,questioning,critical,negative,desilusionó
Yo camino hacia alguien que demuestra que le importo.,Low,neutral,positive and reassuring,positive,none
habéis disfrutado de este sistema corrupto,Medium,accusatory,critical,negative,corrupto
"Acabo de darme cuenta que tengo un taller en la u, obligatorio, no quiero ir",Low,informal,informative,displeasure,"obligatorio, no quiero"
"El 'yo te aviso' es un 'No espere nada, por que no la voy a llamar ni decir nada'.",Medium,direct,colloquial,dismissive,ninguna
Voy a escucharme mal pero es 'mis amigos y yo',Low,informal,self-aware and clarifying,regretful,none
Sufro y extraño a mí familia no es necesario que sufra por un novio.,Low,expressive,emotional,sadness,"sufro, sufra"
igual alta paja dsps se me parte una y m corto todas seguro,High,informal,colloquial and negative,frustration and despair,"paja, se me parte, m corto todas"
Frío me sacas las ganas de salir,Low,expressive,informal and emotional,frustration,none
"yo estoy mil horas pensando si tengo que sumar, dividir, o que cosa hacer",Low,frustrated,informal,overwhelmed,none
Conclusión: pura de paranormal.,Low,formal,informative,neutral,none
"Es lamentable ver un grupo de hombres atacando a una mujer, pero estoy de acuerdo contigo, voy por Joséan de Comerío.",Medium,serious and supportive,emotional and opinionated,supportive,"lamentable, atacando"
"En serio NO hagas nada malo, porque ella de todo se entera",Medium,warning,directive,cautionary,malo
"Jajajajajajajaja que soy, me estoy riendo en el colectivo como desquiciada",Low,playful,informal and colloquial,humorous,desquiciada
"Con tal de largarme soy feliz, igual quería ir a Reñaca :(((((",Medium,informal,expressive and emotional,discontentment,largarme
"No puedo llegar a ver la serie, y le cambio la contra de Netflix",Medium,informal,colloquial and frustrated,frustration,cambio
que cosa ser alérgico en tiempos de COVID,Low,neutral,informative,concern,none
Por qué no me mandas mi carta astral en vez de 'cosas de google'?,Low,informal,directive with mild annoyance,impatient,none
Mejoremos el nivel por favor,Low,polite,requesting and constructive,positive,none
Otro esperando su pagan con la que le pasa Soria no le llega,Low,informal,informative and neutral,frustration,none
Trasnochar viendo películas es mi pasión,Low,informal,casual,positive,none
Y cuando queda liquido lácteo pero no te da ni para un sorbo que?,Low,informal,conversational,frustration,none
La Camila me tiene cansada.,Low,informal,expressive and neutral,frustration,cansada
No puede ser posble que cada vez que saca un tema este increíblemente buenarrrdoooo,Low,informal,expressive and excited,admiration,none
Pero hay veces en la que no podes pero eso si podes,Low,neutral,conversational,neutral,none
Y sin pasar un solo día en la cárcel a pesar de las miles de muertes que tiene en su historial.,Medium,accusatory,informative and critical,angry,"muertes, historial, cárcel"
que amigo sos eh,Medium,sarcastic,colloquial,negative,none
Aue coraje la vd,Low,frustrated,informal,annoyed,coraje
Dejen de hacer spoilers.,Low,imperative,direct,frustration,spoilers
"¿Qué se puede esperar de alguien así, aparte de problemas?",Medium,condescending,disparaging,negative,problemas
Se ganan todo eso y muchos no se esfuerzan lo suficiente.,Medium,critical,informative and accusatory,disapproving,no se esfuerzan lo suficiente
"Pero deben reconocer su talento y habilidad, ¡bien hecho, CR7!",Low,supportive,positive and appreciative,commendatory,none
Que caro nos salió la revolución chavomadurista!,Medium,critical,informative,negative,"caro, chavomadurista"
Que mal humor manejo,Low,informal,expressive and subjective,negative,mal humor
Piñera tiene que estar llorando por no poder ir a hablarle a Trump,Medium,sarcastic,colloquial,mocking,llorando
Pero que dice el italiano,Low,neutral,informative,curious,none
Mientras el juega con el helicóptero.,Low,informal,neutral,neutral,none
Ya q no hay colé me podes venir a ver 😡,Medium,demanding,informal,impatient,😡
Raro el señor ya que está invitando cada semana a una marcha,Low,casual,informative and neutral,suspicious or critical,Raro
Un beso que te gustó y por el cual tu pareja te reclama constantemente.,Medium,accusatory,conversational,blame,"reclama, constantemente"
"La persona que quedó satisfecha, ¡qué bien!",Low,positive,informative and positive,satisfaction,none
Pues no que en la empresa esta siguen poniendo el aire acondicionado CALIENTE con 20ºC en la calle tio,Low,informal,expressive and frustrated,annoyed,none
El amo de las bromas jajaja🤣🤣,Low,humorous,casual,positive,none
5 minutos estudiando y 3 horas perdiendo el tiempo,Low,informal,critical and evaluative,negative,perdiendo el tiempo
Despertaron al León y no saben lo que les vienen,Medium,warning or threatening,colloquial and metaphorical,imminent danger,"despertaron, no saben lo que les vienen"
"Al fina les pondremos la alfombra roja, entre aplazamientos y esta cosa.",Medium,sarcastic,informative and neutral,frustration,"aplazamientos, esta cosa"
Jajajaja ven a ordenarla tú que tienes más capacidad,Low,informal,sarcastic,mocking,none
Carabineros ha terminado siendo una organización que no es compatible con la democracia.,Medium,critical,formal,negative,no compatible
"Jajaja, pensó que éramos amigos.",Medium,mocking,informal and sarcastic,derisive,none
"Entiendo, yo también estaba bromeando hasta que vi que no era así. 😄",Low,neutral and friendly,casual and conversational,lighthearted,none
De verdad es necesario hacer esta cola para comer en el Mc??,Low,informal,expressive and opinionated,frustration,none
"nooo, es una mala vida, una vida de locos",Medium,informal,emotional and critical,negative,"mala, locos"
Les tiembla a ustedes que saben porque les corre,Medium,confrontational,informal and accusatory,aggressive,"tiembla, corre"
Prometo tomarte la parte posterior y baja de tu cuerpo de esa manera 24/7 enviar,High,sexual and inappropriate,suggestive and vulgar,offensive,"tomarte, parte posterior y baja de tu cuerpo, de esa manera"
El olor a metro a las 15h me da fastidio,Low,informal,expressive,negative,fastidio
Por que descanso mas el lega si acabo antes?,Low,questioning,informative,curiosity,none
ni actualizar mis datos puedo en afp modelo,Low,frustrated,informal,negative,none
Ayer hice dos andadas por el monte y me pase el día recogiendo basura de suelo,Low,neutral,informative,positive,none
MIRATE QUE LINDA MI AMOR 🙏😘🇻🇪,Low,affectionate,informal and positive,loving,none
O no compramos nada y mejor lo prendemos todo,Medium,aggressive,emotional,frustration,prendemos
"Jajaja, tu comentario es gracioso. Pero recuerda, la cartuchera era algo común en cada pueblo. De todas formas, te perdono.",Low,humorous,casual and conversational,friendly,none
Yo pensé que estaban jugando ya... ahora recién van a jugar... problemas de no entender el deporte jajaja,Low,casual,informative and humorous,light-hearted,"problemas, no entender"
EMPIECEN A TRANSMITIR USTEDES EN VIVO DEJEN EL MIEDO TAMBIEN,Low,commanding,directive,encouraging,miedo
unnnas ganas d embriagarme un rato,Medium,informal,expressive and casual,desire,embriagarme
Me olvidé de cocinar y adivinen quién se acaba de quemar y no puedo sentir su dedo.,Low,casual,informative,concerned,quemar
"El espíritu de Plasencia siempre será una experiencia de liberación de tensión... ¡Qué nervios de tanda, de verdad!",Low,positive,expressive and emotional,relieved,none
que calor tan fuerte,Low,informal,expressive and neutral,discomfort,none
No son buenos,Medium,negative,assertive,disapproving,"no, son, buenos"
A esas personas hay que enfrentarlas con determinación y abordar sus puntos débiles de manera efectiva.,Medium,assertive,directive,confrontational,"enfrentarlas, puntos débiles"
¿porqué le molesta a mi papá que me levante a las 2?,Low,neutral,inquisitive and neutral,curiosity,molesta
"She-ra, temporada 4: todo se complica.",Low,neutral,informative,neutral,none
"Encima el pulgar, yo directamente los expulsaba",Medium,informal,aggressive and dismissive,negative,expulsaba
En ves de estar debatiendo ayudas para el pequeño y mediano empresario estamos en el luto oficial.,Low,critical,concise and direct,frustrated,luto
"Los oídos estaban tapados, casi muero.",Low,informal,narrative,alarming,muero
Así que juntemos plata,Low,neutral,informative,cooperative,none
Me recomendaron leer Edgar Allan por porque soy curioso,Low,neutral,informative,positive,none
Preferir no tener relaciones sexuales con cualquier persona.,Low,neutral,informative,personal boundary,none
Crush mi boca no se va a besar sola no se a que esperas,Low,informal,playful and direct,flirtatious,none
Te podes equivocar pero te voy a elegir a vos siempre,Low,supportive,informal and encouraging,positive,none
Que alguien me explique qué hice xq ni yo lo entiendo,Low,frustrated,informal,confused,none
Un 'no me importa' puede esconder un 'me duele',Low,reflective,contemplative,empathetic,none
"No es la música kpop, son las armys que a mucha gente molesta",Medium,complaint,informative,negative,molesta
AHHHHHH POR ESOOO TE VAS,Medium,frustrated,emphatic and confrontational,negative,none
"La Corte y nada, lo mismo de siempre.",Low,dismissive,colloquial,frustration,nada
Me encanta la gran unión que hemos tenido todo Twitter para hacer favorita a María #OT18Gala4,Low,positive,enthusiastic and supportive,positive,none
"Que canción tan mala, no me gusta",Low,informal,opinionated,negative,"mala, no me gusta"
"Partido de los llamados difíciles, donde no se puede cometer ni el más mínimo error. Requiere concentración y desgaste.",Low,serious,informative and neutral,serious,"error, desgaste"
"#CepedaDestruyoPruebas, eso es realmente despreciable.",High,accusatory,emotional,negative,despreciable
Me acabo de acordar de que el otro día le dije 'No!',Low,reflective,neutral,neutral,none
Siempre me va costar entender matemáticas,Low,neutral,informative,frustration,costar
Me paso de inocente,Low,reflective,colloquial,self-critical,none
"PDT: Hoy todo el mundo comentando con #RepescaHugo, por favor.",Low,informal,informative and social,encouraging,none
Me hace reír este Prudencio,Low,neutral,informative and neutral,casual,none
y si sigo durmiendo y lo despiden en el trabajo?,Low,concerned,hypothetical and informal,anxious,despiden
Pero como yo estoy solo que no llueva.,Low,personal,informative and introspective,melancholic,solo
Hoy me emborracho o que?,Medium,informal,casual and colloquial,reckless,emborracho
estos personajes cometieron un crimen y se rajaron,Medium,accusatory,colloquial,negative,"cometieron, crimen, rajaron"
Tienen de CM a mr wonderful,Low,informal,conversational,sarcastic,none
no os da como rabia que gente mala tenga pareja y vosotros no?,Medium,informal,questioning and judgmental,resentful,"rabia, mala"
Creo que empezaré una relación seria con la comida y me importa poco si me engordo más.,Low,casual,informative and personal,positive,none
Mi trasero se mueve solo,Low,informal,colloquial,humorous,none
Yo de periodista hacia rato lo habría ignorado,Low,assertive,informative,dismissive,ignorado
"Amores bellos, si tienen algo lindo con una persona, ¿por qué insisten en dañr todo metiendo terceros a la relación?",Medium,confrontational,informative and emotional,critical,"dañar, metiendo terceros"
#TN Felicitaciones al gobernador Morales por encerrar a los imprudentes.,Medium,informal,sarcastic,critical,"encerrar, imprudentes"
Un día me tienes comiendo de tu mano y al otro me dejas,Low,emotional,conversational,disappointed,dejas
Bad Bunny tristemente dice que no va a salir nunca la canción con Zion y Lennox,Low,mournful,informative and emotional,regretful,tristemente
"Me avergüenza cuando hacen comentarios así, parece que están atrapados en 2018.",Medium,disapproving,informative and critical,negative,"avergüenza, atrapados"
Opino que Guanajuato no debe de ser tan conservador.,Low,assertive,opinionated,critical,conservador
#APetroLeDigo que no estoy de acuerdo con sus políticas.,Low,formal,informative and neutral,disagreement,none
