Sentence,Negative Connotations
एड्रेस पर भोसड़ी के भेज रहा हू,भोसड़ी के
भोंसड़ी के तेरे पिछवाड़े में कांग्रेस का पंजा पड़ेगा तो समझ में आएगा,"भोंसड़ी, पिछवाड़े"
कुछ लोग तो अपने बायो मे फाउंडर तो ऎसे लिखेंगे कि जैसे कोई बड़ी सी कंपनी खोल रखी है. हट भेनचोद.,भेनचोद
ये हराम का पिल्ला हरामखोर हरामी है जिस का खाता है उसी में ये हरामखोर छेद करता है।।,"हराम का पिल्ला, हरामखोर, हरामी, छेद"
तू जेएनयू में झांठ नहीं उखाड़ता भोसडीके,भोसडीके
ये हराम की खाने वाले पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती,हराम
"अभिनेत्री ने अभिनय हराम बता फिल्में छोड़ीं। तो क्या सायरा, शबाना, सलमान, शाहरुख, अमीर, आदि हरामी हैं ?","हराम, हरामी"
मूर्खो! ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?,"मूर्खो, गाली"
भड़वे के पास कुत्ता जैसा नाक है हरामखोर पत्रकार,"भड़वे, कुत्ता जैसा नाक, हरामखोर"
अब तो भेनचोद बेइज्जती को भी शर्म आ रही हो गई |,"भेनचोद, बेइज्जती"
"ऐसे नीच, घटिया, दुष्ट, असुर, राक्षस, मनोवृति के व्यक्ति की जगह केवल पागलखाना","नीच, घटिया, दुष्ट, असुर, राक्षस"
कमीना कातिल को चौराहे पर खड़ा करके गोली मार देनी चाहिये |,कमीना
इस हरामजदओ का हरामीपन के अलावा किसी बात से मतलब नहीं ,"हरामजदओ, हरामीपन"
"थू है ऐसे लोगो पर, और समाज पर |",थू
भड़वा मीडिया ने भी इस घटना को नही दिखाया। ,भड़वा
सूअर लोग अपना अस्तित्व बचाने में लगे हैं।।,सूअर
भोसडीके सिर्फ तीन ही परिवार वर्षों तक शासन करते रहे।,भोसडीके
"एक जैसा न समझ सबको, ओर तू गांड लेके बीच मे न आ",गांड
तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,बेटीचोद
"भइया आपकी दलाली वाली पत्रकारिता ने जिस विचारधारा को बढ़ावा दिया है, उसी का असर है।",दलाली
"भैया ब्लॉक कर दिया मैंने तो इस नीच को,",नीच
दोनों एक नंबर के हरामि हो,हरामि
"कायदे से आज थाला को बैटिंग का मौका नही मिलना चाहिए वरना थाला गाँड कूट देगा, इंडिया की",गांड
ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है। हरामी नीच,हरामी नीच
हरामी भाग गया मैदान छोड़ कर,हरामी
आपने सिर्फ सत्ता की लालच में नफरत और हिंसा को पनपाया है। अब ड्रामेबाजी क्यों पलटु कुमार?,"नफरत, हिंसा, ड्रामेबाजी, पलटु"
ठोक ठोक के इतना गन्दी औलाद पैदा किया है,गन्दी
खुद का खून जला जला कर ये एनामिक होने को पूरी तरह से ततपर दिखते है,खून जला जला
उनमें एक ये टोटिचोर शामिल है !!!,टोटिचोर
सरदाना जी थोड़ा कम जहर उगला करो।,जहर उगला
तेरी मर्यादा को तेरी गांड में घुसेड़ दूंगा समझा बे!!  कुछ भी उटपटांग लिखते रहते हो ???,"गांड, घुसेड़"
मरने दो इन हरामी लड़कियों को,"मरने, हरामी"
"नमक हरामी की हद पार हुई, सुधर जाओ सुवरों","नमक हरामी, सुवरों"
ये ममता भेन के लवडी तेरे गांड मे दम है तो बंगाल के बाहर एक छोटासा भी नमुना दीखादे,"लवडी, गांड"
हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भडवे,"सूअर, नमक हराम, भडवे"
तुम सब कुत्ते हो जो समय समय पर भौकते रहते हो,"कुत्ते, भौकते"
भेनचोद की औलाद एक बाप की औलाद है तो सामने से आकर हमला कर,भेनचोद
जिगर चाहिए जो तुम जैसी फ़टु सुअर की औलादो के पास नही है,"फ़टु, सुअर की औलादो"
पहले गोरो को हराया फिर हरमखोरों बांग्लादेश को हराया,हरमखोरों
"तू नही सुधरेगा तू कमीना का कमीना ही रहेगा , चूतिया।","कमीना, चूतिया"
तेरे गांड के गलिचे ना बना दिये तो बोलना,"गांड, गलिचे"
भड्वा जांच करले कितना लाभ लिया तू,भड्वा
और भेनचोद बड़ी बड़ी बकचोदी कर रहा है ||,"भेनचोद, बकचोदी"
बिना बारूद की मिसाइल साले भड़वे,"साले, भड़वे"
तेरे मुह में अब बवासीर हो गया होगा |,बवासीर
"इसके पिछवाडे मे खूटा ठोकना पडेगा, इसको अच्छी वाते समझ में नहीं आती है ।",पिछवाडे
इतना दोगला पन कहा से लाते हो लुच्चो ?,"दोगला, लुच्चो"
पकिस्तान वाले ट्विस्टर पे मैच फिक्स वाला रन्डी रोना कर रहे हैं,रन्डी
"राजनीति में एक आतंकी नेता आ गई हैं, कभी शहीद का अपमान कर रही तो क़भी राष्ट्रपिता की हत्यारे का सर्मथन","आतंकी, अपमान, हत्यारे"
"मुझे नीच पर सफाई देने की जरूरत नहीं, बदलेगी सरकार",नीच
ये हरामखोरो को पता नही है ?,हरामखोरो
कश्मीर को मिलाया भारत में आज ही अमिश भड़वा की तरफ से खुशखबरी !?,भड़वा
कन्हैया कुमार का सूपड़ा साफ होने से दिल खुश हो गया।।  साले कुत्ते सूअर की औलाद !!,"साले, कुत्ते, सूअर की औलाद"
कल इंडिया हारी नहीं थी तेरे बाप पाकिस्तान को बाहर करने के लिए जान बूझकर हारी थी,तेरे बाप
आ गए भोसडीके दल्ले भकचोदी लेकर।,"भोसडीके, दल्ले, भकचोदी"
तुम्हारे जेसे दल्ले का तो कहना ही क्या,दल्ले
साला दल्ला वोट के कुछ भी कर सकता है |,"साला, दल्ला"
गैस सिलेंडर महंगा हुआ होता तो अभी तक रंडी रोना रोते |,रंडी
गौरव साहब नारंगी वाले क्या दूसरे देश के हैं जो उस रंडी ने ऐसा लिखा है,रंडी
धोनी से ज्यादा तो हार्दिक गांड़ फाड़ देता है..    अगला मैच हार्दिक खेलेगा,गांड़ फाड़
"भाई साहब ये कोई ताजुब की बात नही है यहाँ पर बहुत सारे कमीने, मकार, नमकहराम, दलाल, फरेबी, देशद्रोही है","कमीने, मकार, नमकहराम, दलाल, फरेबी, देशद्रोही"
में उस समय सुन नही पाया था। हाँ हा हा हां ह क्योंकि उस समय मे बकचोदी में व्यस्त था,बकचोदी
"अरे हरामी, कम से कम <number> ने हमला किया!",हरामी
अब इसपे कोई न्यूज चैनल और दलाल एंकर आपत्ति भी नही जताएंगे ?,दलाल
"जलेबी तो गईं, पर कुत्ते की जात पहचानी गई",कुत्ते
तुम भोसडीके इधर हो मैंने कहा कहा नही ढूंडा,भोसडीके
"भोसड़ी के कटुवे मादरचोद, जो सच है वही तो सुदर्शन न्यूज दिखाता है।","भोसड़ी, कटुवे, मादरचोद"
50 के स्कोर का सत्यानाश कर दिया साले ने,"सत्यानाश, साले"
बड़ी बेगैरत बेगम है तुम्हारी रोटी भी ठीक से नही बना पा रही,बेगैरत
साला मैंने एक ट्वीट क्या किया सभी हेटर्स की गान्ड में मिर्च लग गई,"साला, गान्ड"
अब बोल रहा है इक सील भी नहीं हुआ चुप भड़वे भेनचोद,"भड़वे, भेनचोद"
"मादरजात सनी, तेरे पास टाइम नही है?",मादरजात
ये देखकर मुझे तेरी मेहरबानिया फिल्म के सुंदर गांड की याद आ गई |,गांड
किया होता तो तू ही रंडी जोर जोर से हंगामा मचाती,रंडी
तब कोई रंडी की औकात नहीं जो कमेंट करे।,रंडी
अरे दलाल मिडीया वालो जरा विपक्षी चोर उचक्के को तो देश हितमे सवाल पुछकर देखो क्या जबाब आताहै भेनचोद,"दलाल, चोर, उचक्के, भेनचोद"
इन कांग्रेसी चूतियों को मेंशन कर कोनसा तीर मार रहा है,चूतियों
वो भी तेरी तरह कमीने ही है तुझसे हाथ नहि मिलाएँगे,कमीने
तुम जैसे दलाल तो चिल्ला रहे है अब दुसरो को बोलने की क्या जरुरत ?,दलाल
ये स्टाम्प में पीछे ज़रा सा पिल्ला अपनी खूब माँ चुदवा रहा है आज,"पिल्ला, चुदवा रहा"
ऐसे भड़वा लोगो से मु से बात नहीं होनी चाहिए इनसे हाथ और पैरो से बात होनी चाहिए,भड़वा
"अरे भेनचोद, भोसडीका है तुझे क्या समझ कर वोट दिया और तु क्या निकला।",भेनचोद भोसडीका
वाह दोगले हरामी पत्रकार सही न्यूज़ नहीं चलाई ?,"दोगले, हरामी"
"अरे भोसडीके, कुछ ट्विट करणे से पहले व्हेरिफाय करणा सिखले.",भोसडीके
"चमक तेरी आंखों में कबूतर से कम नहीं, बाप तेरा भरवा और तू किसी रंडी की भड़वे से कम नहीं..","भरवा, रंडी, भड़वे"
घर से बाहर आकर उन सांपो को सबक नही सिखा सकते?,सांपो
भेनचोद...  समझ नही आ रहा केस किस खुशी में चल रहा है.,भेनचोद
पिछवाड़े में दम होता तो भागता नहीं हरामखोर,हरामखोर
सालो को जेल में डाल तो क्या रे बिकाऊ दलाल पत्रकार,"सालो, बिकाऊ, दलाल"
दम हैं गाँड मैं यह काम करने की?,गांड
"अच्छा,,और कौन कौन है मादरचोद नीच??? अब जरा शब्दों को सुधारने की जरूरत है शायद,,","मादरचोद, नीच"
ओए कानिये इतने जल्दी में ट्वीट क्यों कर देते हो? ,ओए
साला बल्ला तो बिल्कुल चलता ही नहीं है इसका मादरचोद,"साला, मादरचोद"
"आज कल तो रेप आम बात हो गई ऐसा लगता है, साले हरामी पर कड़ी लगाम लगाना जरूरी है ।","रेप, साले, हरामी"
ये सूअरिआ यहां हिन्दुओं को बदनाम कर रही है पत्रकारिता के नाम पर कलंक है ये,"सूअरिआ, बदनाम, कलंक"
मादर चोदो समाचार दिखाना जैसे हुआ वैसे,मादर चोदो
भोसडिके इंटरनेशनल रिपोर्ट की खबर तुरन्त आ जाती है,भोसडिके
ये हैं सुअर के पिल्ले हरामी कालापानी भेजिये हराम की औलादो को..,"सुअर, पिल्ले, हरामी, हराम की औलादो"
कल रिटायर होगा तो सब यही लोग थैंक यू धोनी वाले ट्वीट पर रंडी रोना करेंगे,रंडी
ये बचपन नहीं जवानी है सड़े लूँड,सड़े लूँड
एक बार अपनी पे आ गए ना भेनचोद तो अच्छा नहीं होगा,भेनचोद
देख भोसडीके अपुण सेलिब्रिटी है अभी,भोसडीके
हरामी भोसड़ीके बिजली चोर हो तुम,हरामी भोसड़ीके
भोसड़ीके अगर अभी कुछ नहीं किया तो वोट मांगने मत आना।,भोसड़ीके
बस हिन्दु मुसलमान कराओ और अपनी रोटी सेको। तेरे जैसा नीच आदमी इस संसार मे कही नही मिलेगा।,नीच
इस बारे मे ना तो हरामी मीडिया ने मुंह खोला और ना ही सरकार द्वारा कोई ठोस कदम उठाया गया !,हरामी
पत्रकारों को ज़बरदस्ती मूत पिलाने की ज़रूरत ही नहीं |,मूत
इस हरामखोर कुत्ते भेनचोद के साथ क्या सुलूक किया जाना चाहिए?? इसको फाड़ कर सुअरों को खिला देना चाहिए??,"हरामखोर, कुत्ते, भेनचोद, फाड़, सुअरों"
मादरजात राजनेताओं और भड़वा पत्रकारों के मुंह से उफ्फ तक नहीं निकलता,"मादरजात, भड़वा"
आज हमारे देश ने इतना अच्छा काम किया है तुम उस पर सवाल उठा रहे हो? चूतिया कम दिमाग वाले |,चूतिया
वाह सूअर के नाजायज़ पिल्ले इतना जल्दी पलट गए| वाह क्या भाई चारे अमन शांति का पाठ पढ़ा रहा है |,"सूअर, नाजायज़, पिल्ले"
रंडी सॉरी फिर तुम कहोगे गलत भाषा बोली,रंडी
चुप कर भोसडीके समाजसेवी पर गलत  कमेंट करता है,भोसडीके
मैं समस्त जौनपुर वालो से आग्रह करता हु की ऐसे नाली के कीड़ों को समाज से बाहर करो जो हमारे जौनपुर का नाम खराब करते है।,नाली के कीड़ों
मादरचोद इसने कांग्रेस को कहा से कहा पहुँचा दिया,मादरचोद
क्योंकि मादरचोद ऐसे ही लोग सोचते है ये मेरा क्या बिगड़ लेगा ?,मादरचोद
यहां भडवा की गांड जल रही है।,"भडवा, गांड"
कोई बॉल छोड़ रहा है कोई डक कर रहा है वो भी 10 ओवर में... वाह मादरचोद,मादरचोद
भैनचोद 4g के नाम पे अच्छा चुतिया काटते है,"भैनचोद, चुतिया"
अब तो ये भी हरामी बनते जा रहे हैं,हरामी
हलाला की पैदाइश सूअर की औलाद तू चुप कर,"सूअर, औलाद"
तब ये संस्कार क्या चादर मोड़ने गए थे ?,चादर मोड़ने
भोसड़ीके यहां आकर बात कर तुझे जवाब देंगे।,भोसड़ीके
ये हरामी खुलेआम अलगाववादी भाषा बोल रहा है।,हरामी
"लण्ड, सच्चे पत्रकार बनने की कोशिश कर वर्ना अपने आपसे घीन आने लगेगी","लण्ड, घीन"
दो चार को शूट करो ये हरामी लोग अपने आप चिल्लाना बन्द कर देंगें।,"शूट, हरामी"
"अबे फर्जी इंसान, तेरे गान्ड के नीचे भड़वे उत्पात मचा रहे , उसपर जबान खोल..","अबे, फर्जी, गान्ड, भड़वे"
तेरे जैसों हरामी दलालों की पैदाईश पे ताली नहीं गाली देकर जाते हैं।,"हरामी, दलालों, गाली"
धिक्कार है ऐसे व्यक्ति पर,धिक्कार
यहाँ भोसडीके हम चार लौंडे बैठ के मैच देख रहे,भोसडीके
साले पिछले बारी बोला था कांग्रेस से गठबंधन की बात भी करू तो बेटा मर जाये,साले
आजकल फेसबुक पे बहुत बकचोदी देखरा हूँ |,बकचोदी
इसकी जाँच होनी चाहिए | इसके पीछे देश के टुकड़े-टूकडे करने वाली हरामी की शक्तियों तो नहीं  हैं |,हरामी
हरामी की औलाद है तू तो हराम का ही कमायेगा।,"हरामी, हराम"
रोज़ कौन भेनचोद लाउडस्पीकर पर रैप करता है ?,भेनचोद
भोसड़ी के तू अच्छा नहीं नाच रहा है ।,भोसड़ी के
"कल तक तो आवाजें उठ रही थी बलात्कारियों के लिए फाँसी का कानून बने! आज पेरोल दी जाने लगी ? वाह री राजनीति वाह!,,",बलात्कारियों
आगे कुछ लिखने की ज़रूरत नहीं है भोसड़ीके।,भोसड़ीके
असंख्य बार ये रंडी रोना देखने की चाहत नहीं,रंडी
ये मादरचोद किसी के नही होते....,मादरचोद
मादरचोद हम नेपाल चले जाएं ?,मादरचोद
इस मादरचोद की करतूत को इतना सेंड करो जो की पकडा जाये ।,मादरचोद
खैर दीदी आपसे नही हो पाएगा अपने मालिक की गलतियां तलचट्टो का कहाँ दिखाई देती है?,तलचट्टो
तु बीजेपी के गलती का इंतजार ऐसा करता है जैसे कि रंडी को ग्राहक का हो |,रंडी
मीडिया में NDA के राज्यसभा में बहुमत के करीब पहुंचने का दावा हवा-हवाई है।,हवा-हवाई
आंटी जी किसी की मज़ाक नहीं करते हैं अपने गिरेबान में झांक कर देखो आप क्या है |,"गिरेबान, मज़ाक"
बहनचोद कमीने काले मूह के तेरी गांड में खुजली क्यू नहि हो रही,"बहनचोद, कमीने, काले मूह, गांड, खुजली"
"कोई हरामि कुछ भी करे कोई मतलब नही, बस कोई हमारी बहन बेटियो की इज्जत से न खेले",हरामि
"अरे भेनचोद चुतीया तु केरेक्टर की बात कर रहा है,","भेनचोद, चुतीया"
अनुभव सिन्हा तेरा बाप लगता हे इसलिए तुझे उसकी फिल्म अच्छी लगती है ?,बाप
तुझे तो तेरी औकात जनता ने दिखा दी |,औकात
गंडवे अपनी गांड खोल कर पूरा लुंड घुसावाने को तैयार हो गए थे..,"गंडवे, गांड, लुंड"
तेरी मां का भोसड़ा जिस धोनी के नाम पर उछल रहा है ना उस धोनी को दादा ने बनाया तीन नम्बर पर बैटिंग करवा कर,तेरी मां का भोसड़ा
एक हरामी का पीला वैसे आशीष खेतान अभी क्या कर रहा है तेरे साथ।,हरामी
भोसडीके ऑनलाइन ट्रांसफर कर दे पूरा पैसा और चिल कर..,भोसडीके
घुटनों के बल आ जाएंगे साले सुअर की औलाद।,साले सुअर की औलाद
ये हरामी अभी भी जनमतसंग्रह करवाना चाहता है,हरामी
पिछवाड़ा चाटने वाला को <number> लाख देता है भड़वा |,"पिछवाड़ा, भड़वा"
आबे तू तो बात मत कर भोसडीके.,भोसडीके
साली रंडी इतना ज्ञान छोड़ रही है  |,"साली, रंडी"
सिर्फ़ भड़वा B ग्रेड़ वालों को मिर्ची लग रही है ??,भड़वा
यही हाल ईस कमीने का है।,कमीने
तुम्हारे साथ सारे विपक्षी भड़वा डांस कर रहे होते।,भड़वा
कुत्ते के पत्ते के साथ तेरी धुलाई होगी भोसडीके |,भोसडीके
लन्ड के झाँट बलात्कारीयो और हत्यारा के समर्थन मे तुम सब रैली निकालते हो,"लन्ड, झाँट, बलात्कारीयो, हत्यारा"
तुम लोगों को क़ायदे से जूते पड़ने चाहिए ..,जूते
"दलाल, भडवा भाग रे भाग !!","दलाल, भडवा"
अब रण्डी रोना कर दिए होते भड़वों तुम लोग,"रण्डी, भड़वों"
इन जैसे मादरचोद पर आखिर मुकदमा क्यों नहीं हो रहा है?,मादरचोद
समझा जरा रे सुअर हमको भी,सुअर
मोदी को बोल पकड़े रंडी की औलादों को जेल में डाले,रंडी की औलाद
बात नेहरू की तो उसने इतने गड्ढे किये इस देश में की भेनचोद आज तक नहीं भरे जा रहे समझ गया चरसी,"भेनचोद, चरसी"
भोसड़ी वाले तुम लोग जो है शांति बचाने वाले बन जाते हो,भोसड़ी वाले
1 रंडी के चक्कर में पूरी कॉम बदनाम नहीं होनी चाहिए,रंडी
भेनचोद इसकी तरह इसकी कस्मे भी झूठी,भेनचोद
"ये आप हम जानते हैं, भेनचोद मूर्ख लोग जानते हैं क्या?","भेनचोद, मूर्ख"
भेनचोद देश के जवानों का सम्मान ना करें उसको सम्मान देने की जरुरत नहीं,भेनचोद
कही जाके अब तो डूब मर भड़वे !!,"डूब मर, भड़वे"
और उसी खरीदे हुए फ्लैट के बालकनी से नीचे प्लास्टिक की बोतल फेकेंगे भोसडीके...,भोसडीके
वो क्या है ना कि कुत्ते और कुत्तें के पिल्ले को घी हजम नहीं होती,"कुत्ते, पिल्ले"
कोठे की पैदाइस साला दल्ला भड़वा आजम,"कोठे, पैदाइस, साला, दल्ला, भड़वा"
भेनचोद देख इस को लोग मिलकर बेरहमी से पीट रहे है  !!,"भेनचोद, बेरहमी"
गांड़ में मिर्ची क्यों लगती है।,गांड़
किसी ने सही कहा कि जब गीदड़ की मौत आती है तो गाँव की तरफ दोड़ कर जाता है।,गीदड़
सबसे बड़े हरामि तुम पत्रकार हो,हरामि
पैदाइस सुअर औलाद यह क्या काम कर रहा है ?,सुअर औलाद
तुम सुअर भर तमीज़ से नहीं रह सकते।,सुअर
जिधर देखो इशक़ के बिमार बैठे है  हज़ारो मर गयें लाखो तैयार है कमीने,कमीने
तू सही से पढ़ लिया कर रंडि साली,रंडि साली
लगता है मेरठ के लोग भड़वा बन गए है,भड़वा
सहन की भी एक सीमा होती है. बहुत हुई तुम जेसओ को इज्जत. मादरचोद भेनचोद रंडी की औलाद,"मादरचोद, भेनचोद, रंडी"
साला गीदड़ धमकी देता है लेना देना कुछ है नहीं..,"साला, गीदड़"
जब बात किसी को बदनाम करने की होती है तो कुछ लोग कुत्ते से भी ज्यादा तेज भोंकते हैं,"कुत्ते, भोंकते"
तू कहा अपना झोपड़ा मरवा रही है मादरचोद कूत्ती ?,"मादरचोद, कूत्ती"
मैं बहुत कद्र करते थे सिंधु को लेकिन ये तो नकारा है।,नकारा
तेरे गांड मारके गोपाल नाम नही रख दिया तो बोलना|,गांड मारके
हरामजादों का मन अभी भरा नहीं है।,हरामजादों
वीडियो मे एक रंडी का बच्चा कविता सुना रहा है।,रंडी
इस कमीने भूषण को तो सेना के हवाले कर देना चाहिए,कमीने
सोचिये ऐसी नीच सोच के इस व्यक्ति ने भोली-भाली जनता को कितनी बेरहमी से लूटा-खसोटा होगा |,"नीच, बेरहमी, लूटा-खसोटा"
इन हरामी को सबक सिखाने का इससे अच्छा मौका नहीं मिलेगा ..,हरामी
नीच नीच ही होता है राजा बन जाए तो भी |,नीच
साले तुम जेसे लोग कुत्तेपन की हद्द पार कर चुके हो,"साले, कुत्तेपन"
ये रंडी कांग्रेस की बड़ी दुश्मनों में से एक,रंडी
भेनचोद चोर लुटेरे तो भटके हुए नौजवान है,भेनचोद
वहां का मुख्यमंत्री भडवा है ।,भडवा
इनकी सेलेरी पहुंच जायेगी घर पर और गरीब जनता फिर से वही रंडी रोना शुरू कर देगी कि विकास नही हुआ |,रंडी रोना
हरामी उन के खिलाफ आवाज भी न उठाए?,हरामी
अरे मादरचोद इसपे क्या कहना है तेरा?,मादरचोद
ये तुम्हारे समझ के बाहर है तुम रंडी रोओ इधर मत घुसो।,रंडी
भड़वा मगर तुजे तो पता चले !,भड़वा
अरे देखो देखो कौन भोंकी ओ हेलो तू तेरी उंगलियों का उपयोग ट्वीट करने में नहीं कही और ही चला,भोंकी
सिंगार के लिए सामान कहां से लेकर आएंगे भेनचोद,भेनचोद
"दे दीजिए पैरोल, लाइए बलात्कारी को बाहर और सभी बहन बेटियों को जेल में डाल दीजिए।","बलात्कारी, जेल"
रात को भेनचोद दारु के साथ मिक्सिंग में राखी सावंत के वीडियोस देख के ये हालत हुई है इसकी...,"भेनचोद, दारु"
तेरी शक्ल देख कर वो रंडी याद आती है,रंडी
"अब बकरिबाज कि चर्चा कर रहा है, गन्दगी ढूंढना कि आदत है!",गन्दगी
तभी तु पैदा हुआ रंडि के पिल्ले,रंडि
गेंडे की औलाद   भड़वे-दलाल   देशद्रोही-गद्दार   हरामखोर कमीने   और कुछ बाकी रह गया हैं तो आप खुद समझ जाईए,"गेंडे, भड़वे, दलाल, देशद्रोही, गद्दार, हरामखोर, कमीने"
दलाल मीडिया दूसरों के टुकड़े पर अपना ईमान बेचने वाली दलाल मीडिया,दलाल
ताकि तुम इस तरह पैसे उडाओ. भोसड़ीकी बाप का पैसा है क्या ?,भोसड़ीकी
"अबे सिसोदिया, आंख मे सुग्गर का लुंड घुसा है, तेरे को किस एंगल से ये डुबलीकेट दिख रहा है","अबे, लुंड"
आजम खान कुछ भी बोलता है । इस मादरचोद को उड़ा दो साले को ।,"मादरचोद, साले"
अबे पांडिया विकेट देख के बोल नही मारनी रन आउट के लिए लौंडिया की गांड़ समझ कर मार..,"अबे, लौंडिया, गांड़"
"जिस किसी भी दिन फॉर्ब्स गिरे हुये नीच, जलील, कमीने पत्रकारों की लिस्ट बनायेगा. तू टॉप पर आएगा","गिरे हुये, नीच, जलील, कमीने"
हम मादरचोद हैं क्या कर सकते है,मादरचोद
"सचाई ज़रूरी है, लेकिन तुमसे उमीद क्या करूँ नीच",नीच
"मुंबई हुई पानी-पानी, सिस्टम की आंखों में सूखा भेनचोद पानी? ",भेनचोद
"झोंपड़ी के, कुछ दिन पहले तक तो तू उस के लिये छाती पीट रहा था।",छाती पीट
भेनचोद ये क्या चूतियापा हो रहा है?,"भेनचोद, चूतियापा"
तुमको कुछ बोलने की ज़रूरत नही तुम दर मादरचोद रंडी की गांड की तरह बोलते हो,"मादरचोद, रंडी, गांड"
जिसका भला माँ का दूध पीने से नही हुआ वो बाप का लुंड चाट कर क्या उखाड़ लेगा ।,"लुंड, चाट"
क्योंकि हरामी की फ़िल्म देखने के लिए अक्ल की जरूरत नहीं पड़ती ....,हरामी
भोसड़ी के नाम के आगे चौकीदार लगाने से कुछ नहीं होगा !,भोसड़ी
बेटा ये ऑरेंज है ना कि भगवा। समझे भड़वा।,भड़वा
सूअर की तरह बच्चे पैदा कर लेते हैं उनके लिए खाने को भी इंतजाम करना पड़ता है,सूअर
अगर ये लक्षण महसूस हो रहे हैं तो तुरंत मोदी_भक्ति छोड़ दो चुतियो,चुतियो
भाजपा लेटी हुई है और पत्रकार अपने-अपने हिसाब से दूध पी रहे हैं ।,लेटी हुई
"भोसडीके, एक शब्द भी नहीं बोला गया आत्म मुग्ध बौने।",भोसडीके
"दलाल तक ही रहता भाई, भड्वा गिरि पे क्यूं उतर आया","दलाल, भड्वा"
मीडिया चूड़ियाँ तोड़ कर विधवा हो चुकी होती।,विधवा
"क्यों, मुकाबला करने में गांड फटती है क्या? ",गांड फटती
जिसने तुम हरामियों को पनाह दी उसने भुगता,हरामियों
इतना सब कुछ होने के बाद भी मैं पूरे भरोसे से कह रहा हूँ ये दलाल दलाली करते रहेंगे।,दलाल
ये कमीने दुःख देने के लिए ही पैदा होते है ||,कमीने
