Sentence,Toxicity Level,Tone,Language,Implied Sentiment
"Sagt mal, kommt .es nur mir so vor, oder ist das Staasfunk Fernsehprogramm wirklich so scheiße?",Low,Questioning,Informal,Negative
"Mannheim, weltoffen und kunterbunt. Und strunzdumme Multikultiliebhaber. Verblödete halt",Medium,Contradictory,Critical and Offensive,Negative
#Sexuallkunde für #Flüchtlinge und #Migranten ... #Mama #Merkel bringt #Asylanten das ficken bei ... #Vergewaltigungen funktionieren bereits,High,Derogatory,Offensive and Inappropriate,Hateful
"Ja schnell alle Bäume weg, 5G Handys kaufen und Bürgermeister den Sack lutschen du kleine Profesora",High,Aggressive,Insulting and Demeaning,Contemptuous
"UND DER DUSSELIGE GAUCK DENKT ER WÄRE WIEDER IN DER DDR UND LÄßT SICH HONECKERmäßig ALIMENTIEREN, GUTEN MORGEN-DEUTSCHLAND-??",Medium,Disrespectful,Aggressive and Condescending,Negative
Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!,High,Angry,Vulgar and Disrespectful,Negative
"Die Randalierer von Hamburg müssen den entstandenen Schaden ersetzen und, notfalls in Arbeitslagern abarbeiten.",Medium,Authoritarian,Demanding and Punitive,Harsh
sie wird diese 4jahre noch absitzen und den befällt sie der Alzheimer..... Und wenn doch nicht dann auch egal...wir sind trotzdem am Arsch,Medium,Dismissive,Casual and Inappropriate,Negative
Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren.. Ist zum kotzen!,High,Frustrated,Critical and Disrespectful,Angry
"Über 87% der Deutschen Wähler die eine Altpartei wählten, sind für mich strohdumm!!!",High,Insulting,Belittling and Disrespectful,Derogatory
Templer werden heute als Religiöse Spinner verurteilt. Das Gegenteil ist der Fall. Die Kirche hat uns missbraucht. Ein König verraten.,High,Accusatory,Harsh and Condemning,Angry
du Suffschädel.....wir tolerieren bereits weitaus schlimmeres... !!,Low,Dismissive,Informal,Sardonic
weil es Ihre Meinung ist - 😂😂wie Blöd muss man sein 🙈🙈🙈,High,Mocking,Aggressive and Insulting,Contemptuous
Ich will nicht das es Kriminellen Flüchtlingen Deserteuren und Feiglingen hier besser geht..erst recht nicht dem Afrika-Pack. Und weder bin ich Rassist noch ein Nazi noch xenophob....!,High,Aggressive,Derogatory and Offensive,Hateful
Ursprünglich (gestern) ging es um FEMA-Camps - wir sind keinen Schritt weiter. Da platzt einem der Arsch - sorry.,Low,Frustrated,Slightly informal,Frustration
"Endlich, Trump streicht dem CIA die Gelder, die seit 1945 für weltweite Kriege sorgten - logisch, dass Merkel und Flintenuschi jaulen 💩",High,Mocking,Confrontational and derogatory,Negative/hostile
Die Pisser wollten schon immer unsere Länderein um jeden Preis und jetzt haben sie die Bruder .....,High,Aggressive,Derogatory and Offensive,Hostile
.@USER_0 Ich warte auf dem Moment das diese dummdeutschen das begreifen und diese Volksverräterin zur Verantwortung zieht!!!,High,Angry and Accusatory,Derogatory and Offensive,Hateful
"Schreibt besser mal über die Asylanten Verbrechen, dass wird bei euch totgeschwiegen!",High,Demanding and Judgmental,Aggressive and Discriminatory,Angry and Hostile
Also diesem Schweinepriester Lauterbach glaube ich keinen Cent....aber seiner Exfrau darf man getrost zuhören...seine Vita entspricht dem SPD-Standard...😃😃😃,Medium,Sarcastic,Critical and Dismissive,Negative
Wen Interessiert schon was der kleine Wicht ruft. Jerusalem ist die Hauptstadt Israels. Basta.,Low,Dismissive,Assertive,Defiant
wir brauchen das scheiß #Europa nicht ich bin #Deutscher und kein Europäer #btw2017,Medium,Negative,Casual and Nationalistic,Defiant
Na klar kriegt der Lob von allen Seiten...ist ja ein Merkel-Blindenhund.. Wollt ihr tatsächliche Opfer sehen dann geht auf Friedhöfe oder sprecht mit den Angehörigen..!,High,Disrespectful,Insulting and Offensive,Hostile
Auch ein Merkel Vasall der das sagen muss was diese Volksverräterin vorgibt!!! Lügenpresse!!!,High,Accusatory,Insulting and Aggressive,Hostile
Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die. Schuld der Amerikaner. Scheinheiliges Volk.,High,Accusatory,Blaming and Judgmental,Angry
"Gibt es überhaupt so viele Dreckslöcher in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??",High,Accusatory,Aggressive and derogatory,Negative
scheiß asiaten kommen nach europa klauen uns das gefühl reich zu sein,High,Derogatory,Racist and Offensive,Hostile
"von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von #rapefugees sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]",High,Accusatory,Aggressive and derogatory,Hateful
"Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.",High,Accusatory,Confrontational and disrespectful,Angry
"Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylanten,die haben freie Fahrt!",Medium,Comparative,Critical and Generalizing,Negative
"Träume und Wünsche...leider. Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser. Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht, die Warze Roth hat’s perfektioniert ..!",Medium,Contemptuous,Insulting and derogatory,Negative
Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te das Wespen Nest,Medium,Dismissive,Informal,Negative
"Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Muschpoke zusammen 😜",Low,Positive,Informal and Slightly Playful,Admiration
Das sind die Taugenichtse...die ewig Studierenden....da geht nichts brauchbares hervor.,High,Dismissive,Critical and Condescending,Contemptuous
"So sollten sich alle Politiker äußern und nicht dieses verlogene Emotionsgeschwafel, was die Lügenbrut gerne abläßt !",Medium,Critical,Aggressive and Dismissive,Contemptuous
Wie dämlich sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢,High,Condescending,Critical and Insulting,Derogatory
"In solchen Situationen zeigt sich echtes Herz (Empathie)  und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu heuchlerischem Gutmenschentum",Low,Positive,Encouraging,Supportive
"Ich wünsche mir für sie, dass eine Großfamilie aus ""Syrien"" einzieht. Leider wäre solch eine kleine, schlecht ausgestattete Wohnung für die neuen Herrenmenschen keine artgerechte Haltung....",High,Dehumanizing and Discriminatory,Derogatory and Offensive,Malicious
"Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂",Low,Humorous,Colloquial,Sarcastic
Niki #Lauda ist in meinen Augen so blöd dass er stinkt er meint er braucht sich an keine Regeln zu halten #Mercedes #Formel1,High,Insulting,Condescending and Disrespectful,Negative
"Für mich ist der morgige Tag ein Tag der Größten Deutschen Schweinerei seit 1945, eine riesen Mogelpackung bekloppter Politiker🤢",Medium,Angry and Dismissive,Ranting and Critical,Negative
Deutschland das Land der drei Geschlechter der Duckmäuser und ja Sager der Toleranz Fanatiker. Das Land der Verblödung.,High,Critical,Sarcastic and Provocative,Negative
"Ich bemerke in unseren Medien eine Strategie, die FDP gleich der AfD, zum Abschuss freizugeben.",Low,Analytical,Formal,Critical
"Die linksgrün-versiffte Mischpoke in Berlin wird sich noch wundern, wenn die #Rapefugees im Sommer so richtig abgehen. Deustche Mädels,..1/2",High,Aggressive,Derogatory and Offensive,Hostile
"Bei #Halbneger meldet sich Till #Schweiger grosskotzig zu Wort, bei Mord an #Mila Valentin hört man nichts von diesen Heuchler.",High,Disrespectful,Derogatory and Offensive,Contemptuous
Der IS eroberte in 100ten Städten auch die Ämter mit Mio Pässen u. verblödete Beamte wundern sich über Zig Identitäten von Krimigranten 😂😂😂,High,Mocking and Dismissive,Aggressive and Insulting,Hostile
"@USER_0: @USER_1 @USER_2 Tauber, ich würde sagen, die tatsächlichen Arschlöcher sitzen in der Regierung. SO IST ES!",Medium,Aggressive,Confrontational,Anger
"WANN ENTSORGT DEUTSCHLAND ENDLICH SEINE VOLKSMÖRDER ??A.Merkel,H.Maas,K.Göring E.,Paket Grüne,D. Nuhr,C. Ehring,M. Schulz als bevorz.Beisp.!",High,Angry,Accusatory and Hostile,Negative
Total bekloppt. Weibliche Opfer sind die Einzigen die ernst genommen werden.,Medium,Dismissive,Casual and derogatory,Insensitive
"Schon der Vater,der als protestantischer Pfaffe freiwillig in die DDR ging,um den Bolschewismus zu huldigen.Die Tochter ist um Nichts besser",Low,Descriptive,Informative,Neutral
"Merkel schaffte es, sich bis an die Seite der FDJ-Führung der DDR zu schleimen, um diese später zu verraten. Heute macht sie es auch so 😜",Low,Critical,Formal,Negative
Jeder der in der Right Trash liste von irgendso nehm linken Hurensohn ist ist ein Ehrenmann,High,Insulting,Aggressive and Vulgar,Derogatory
Merkel und Konsorten haben durch die SED gut gelernt. Der Abschaum ist und bleibt oben.,High,Derogatory,Aggressive and Insulting,Contemptuous
Ich lass mir mein Land nicht von einer Horde Nafris und Antifaschisten nehmen deswegen bin ich #AFD wähler,High,Confrontational,Aggressive and Offensive,Hostile
"Wie im alten Rom, Brot und Spiele hält das Volk Dumm!!!",Low,Factual,Formal,Critical
"Tusk wird in Polen als derjenige wahrgenommen, der Merkel in den Ar*** kriecht, war sich seiner Sache sicher u. verlor d. Wahl",High,Derogatory,Vulgar and Offensive,Negative
Ist mir scheissegal was der blöden Puppe angezogen wurde....Hauptsache Kent trägt eine Reichsuniform...!!,High,Derogatory,Vulgar and Disrespectful,Negative
Würde das jemand recherchieren...dann käme bestimmt raus das der Flüchtling-Spako nicht einsitzt...!,Medium,Accusatory,Sarcastic,Cynical
Wer die Grünen wählt ist entweder dumm oder ein Hurensohn,High,Insulting,Offensive,Contemptuous
"Schickt unsere Verdeidigungsministerin als Stangengirl zur Truppenbetreuung an die Front ,aber selbst dort wird sie Versagen.Eine Verteidigungsministerin ist Ein Hohn an die Truppe.Rommel wache auf!",High,Disrespectful,Hostile and Insulting,Aggressive
Das ganze Postengeschacher ist Schmarotzertum !!! Das ganze Pack gehört weg gejagt !!!,High,Aggressive,Harsh and condemnatory,Angry
"Für dumm verkaufte und befundene DORFDEPPEN die auch glauben das Heiko Maas ein Demokrat ist !! Land halt,da dauerts!",High,"Dismissive, Insulting",Confrontational,Hostile
"Heuchler! Wer hat denn Hartz-IV mit der SPD damals mitgegründet? ...und wie lange haben diese 'Grünen' Hartz-IV geduldet, obwohl in vieler Hinsicht dieses System unmenschlich ist! So ein Heuchler!",Medium,Mocking,Accusatory and Condescending,Contemptuous
Ich würde Grüne mit einem Geschwür am Arsch der Welt bezeichnen. Ist aber meine persönliche Meinung. Ein Geschwür kann einen Körper zerstören oder ein ganzes Land.,Medium,Negative,Critical,Critical
Der DE Schweinejournalismus hat wieder Hochkonjunktur wie gehabt Hetze gegen Trump u dazu diskriminieren der größten DE Oppositionspartei AFD,Medium,Critical,Formal and Critical,Disdainful
Hier sind schon ein paar richtig dumme Menschen unterwegs..... Gegen wenn oder was habt ihr eigentlich vor der AfD gehetzt und gestänkert?. Ich pubertierende Pickelplantagen...,High,Confrontational,Insulting and Aggressive,Derogatory
"Kinderfickende, schächtende #rapefugees! Wer Kinder-, Frauen-, oder Tierrechte verteidigt, darf nicht #gruene #spd oder #cdu wählen! #ltwbw",High,Aggressive,Insulting and Offensive,Hostile
"Martin Schulz ist nichts, kann nichts und taugt nichts.Ein totaler. Versager, schon in der Schulzeit. Und trockener Alkoholiker.",High,Derogatory,Harsh and Insulting,Negative
"Das hättet ihr schon letzte Woche veröffentlichen müssen , aber auf Druck der Internet-Medien seht ihr euch gezwungen heute zu veröffentlichen!Erbärmliche Unterschlagungs-Presse!🤮",High,Accusatory,Critical and Insulting,Angry
"Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Get rid of #Islam #Muslims #rapefugees",High,Dismissive,Commanding and Offensive,Hostile
Younower zu werden ist der finale Schritt um ein Hurensohn zu werden,High,Derogatory,Insulting and Offensive,Hostile
An alle Pferde Hunde Katzen Kühe usw....ihr seid voll im Arsch...!,High,Aggressive,Insulting and Derogatory,Hostile
"Ein krimineller, perverser Dummkopf, der bald endlich schlechte deutsche Geschichte ist!",High,Insulting,Derogatory and Offensive,Negative
#FakeNews: Jetzt die übliche #Hetze der #MSM-Journaille gegen die #FPÖ in der #ZIB2 #orfsg17,Medium,Dismissive,Conspiratorial and derogatory,Negative
Das ist ein Spinner der Türken hasst,Medium,Negative,Critical,Hateful
Ich scheisse auf die GroKo !!!,Medium,Angry,Vulgar and Dismissive,Negative
Leute regt euch nicht auf....negative Berichte haben eine positive Wirkung....AfD bleibt und wird stärker. Wie sagte die komische Kuh von den Grünen...und ich freu mich darauf....😂😂,Medium,Sarcastic,Casual and derogatory,Defiant
Der Steinmaier redet nur Scheisse !!!! Gerade auf NTv,High,Aggressive,Vulgar and Offensive,Contemptuous
Hast ja Recht. Erdogan und Merkel gehen mir beide mit ihrer Selbstherrlichkeit am Arsch vorbei. Egomanen sind beide,Medium,Critical,Informal,Disdainful
wenn der #Bundespräsident mit seinem dummen Geschwätz auf die #SPD zielt sollte er bedenken dass 80% der deutschen die SPD nicht wollen,Medium,Critical,Assertive and Critical,Negative
"finde ich gut würde ich auch, aber nicht wenn man mich nötigen will. Freiwillig ok ,aber ich brauche keine Sesselfurzer die über meine Organe bestimmen",Low,Assertive,Direct and Critical,Defensive
"Scheiß Emanzipation . Ich will reine ,sittliche deutsche Mütter, wie einst vor den 68ern.",Medium,Negative,Derogatory and Sexist,Disrespectful
"Das ist eine Moslem-Schlampe, die es hoffentlich noch bereuen wird. Ich habe kein Mitleid nur Schadenfreude!",High,Derogatory,Aggressive and Offensive,Hateful
#Diesel-#Fahrverbote: Wie vorhergesagt nimmt ihnen das #Globalisten-#Dreckspack jetzt leistbare #Mobilität &amp; zerstört dt. Schlüsselindustrie,High,Aggressive,Confrontational and Demeaning,Hostile
"Kann bleiben wo sie ist, dumme Nuss🖕",High,Insulting,Direct and Offensive,Contemptuous
"Weil der LINKE SCHEIß das alles darf,hetzen,denunzieren,verleumden,kahanen,lügen,betrügen,Menschen attackieren und bald auch schießen.☠️😡☠️",High,Aggressive,Derogatory and Violent,Hostile
Die 42. Volksverarsche fürs dumm Wahl-„Volk“,Medium,Disrespectful,Mocking and derogatory,Derisive
"@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Vollpfosten immer noch da???",Low,Questioning,Casual,Impatience
In dem Schwarz Grün regierden Hessen werden jetzt 8 zusätzliche Psychologen nur für die Jugendlichen Invasoren eingestellt. Jetzt AFD wählen,Medium,Negative,Sarcastic and Controversial,Critical
MEIN GOTT ! WAS HAT DIE SED-TRULLA MIT HILFE VON LINKEN U-BOOTEN AUS DEUTSCHLAND GEMACHT !?!? DAS DAS DAS DURFTE !!,High,Aggressive,Confrontational and Insulting,Angry
Kurz lasst dich nicht von der Trulla aufs Glatteis führen!,Low,Warning,Informal,Concerned
stimmt aber hat mit meinem Kommentar nichts zu tun sie zurückgebliebene,Low,Dismissive,Formal,Neutral
Asylantenflut bringt eben nur negatives für Deutschland. Drum Asylanenstop und Rückführung der Mehrzahl.,High,Negative,Aggressive and Discriminatory,Hostile
Kotz deine Propaganda wo anders aus. Hier bist du falsch.,Medium,Aggressive,Authoritative and Offensive,Disdainful
ekelhaft Claudia Roth wieder im Fernsehen sehen zu müssen #Bundestag,Medium,Disgust,Negative and Critical,Negative
"Sehe mir den Film an da ich ein dickes Fell habe. Aber eines ist Fakt. Wäre der Deutsche Islamisten, mein Kind würde ich ihn eigenhändig erschlagen.",High,Threatening,Aggressive and Violent,Angry
"Wegen Pussys wie dir, gibt es in 🇩🇪keinen ernstzunehmenden Widerstand.",High,Disrespectful and Demeaning,Insulting and Derogatory,Contemptuous
Merkel: Die Bürger haben keine Lust auf Zuständigkeitsdebatten ??? Eben ein verlogenes Miststück mit ausreichender Denunziantenerfahrung😜,Medium,Sarcastic,Critical and Insulting,Negative
Der dumme Deutsche hat gewählt er läuft freiwillig zur Schlachtbank.. Armes dummes Deutschland.,High,Condescending,Negative and Insulting,Disdainful
Das meiste geht eh wieder für die Asylanten drauf 🤮,Medium,Negative,Derogatory,Disdainful
wie kann man nur derart strunzdumme Moderatoren wie bei #taff auf #ProSieben beschäftigen,Medium,Critical,Sarcastic and Dismissive,Contemptuous
und was hat der Gabriel damals Versprochen ? Verlogen ist das Pack.Nie wieder SPD,High,Accusatory,Critical and Insulting,Betrayal and Disgust
Du bist einfach nur noch lächerlich. #Bundestag,Medium,Disparaging,Critical and Contemptuous,Negative
Von Gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte.... Würde das von der Kröte auch verlangt..?,Medium,Contemptuous,Sarcastic and Insulting,Disdainful
Der Hank geht mir dermaßen auf die Eier.,Medium,Aggressive,Vulgar,Frustration
Die meisten Deutschen misstrauen Merkel!. Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!,High,Aggressive,Derogatory and Insulting,Negative and Hostile
"gibts diese Woche einen Wettbewerb zwischen #maischberger und #lanz, wer die Gast*in mit der hässlichsten Fresse hat?",High,Rude,Insulting and Aggressive,Negative
Hier haben einige Politiker richtige abgesahnt..... Und der Oberguru Maschmayer macht jetzt einen auf Fernsehstar...und produziert seiner alten b-Movies. 😃😃,Low,Sarcastic,Informal and Casual,Mocking
"Nein, MAN MUSS regulieren, weil die Mieten sonst in die Höhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir massiv verarscht.",Low,Assertive,Direct and factual,Frustration
Wie gehabt bei Illner Grüner + zwei Journalisten ein CDU u die Rot Grün versiffte Gesine Schwan ZDF versucht Grüne hochzupuschen. AFD wählen,Medium,Conspiratorial,Aggressive and derogatory,Negative
Was ist den das fette etwas da ..?,Low,Curious,Casual,Neutral
11jahre für das Schwein ist schon ok...alles besser als Bewährung...,Medium,Dismissive,Informal,Negative
Koalitionsverhandlungen um Merkel sind für mich ein widerliches Schauspiel von Schwachmaten > ein Gerangel um Posten für BILDdungsbürger 🤢,High,Contemptuous,Insulting and Dismissive,Negative
Was für eine hohle Type....😂😂,Low,Casual,Informal,Sarcastic
Bei diesen Kölner Staatsoberhäupter sind die Kölner verloren...oder verständlicher:...voll im Arsch..!!,High,Derogatory,Insulting and Vulgar,Negative
"Da wird mal wieder stark Übertrieben, es werden paar hundert wenn es hoch kommt teilnehmen!. Natürlich wird die Lügenpresse was anderes sagen",Medium,Cynical,Critical and Conspiratorial,Distrustful
"Was für Bullshit. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!",Medium,Indignant,Assertive and accusatory,Angry
"Auf zdf info die übliche Trump-Hetze, fehlt heute nur noch die Hetze gegen die DDR u. Russland > Dr. Goebbels lässt wieder grüßen 😜",High,Confrontational and Insulting,Aggressive and Derogatory,Negative
"Gabriel, was bist Du für ein scheinheiliger Außerrandundband-Minister.. Verkaufst Deine Demokratie an das Sultanat. Raus mit Dir.",High,Accusatory,Aggressive and Dismissive,Angry
"Sag mal glaubt ihr allen Ernstes die Kacke dieser sogenannten Umfragen, mal ehrlich??",Medium,Dismissive,Informal,Skeptical
...ihre Statements entsprechen ihrem Aussehen...häßlich..!!,Medium,Critical,Derogatory,Negative
"Die Massen von dummen Kommentarem und deutschfeindlichen Äusserungen dieser Grünen Person sind keine Meinungen, sondern trauriges Gelaber!!",High,Derogatory,Aggressive and Insulting,Hostile
Hatte Yücel am Ende doch recht..?...ich bleibe bei meiner Aussage: 80% der deutsche sind verblödete Schwachsinnige... Ihnen ist 🇩🇪egal...!!,High,Dismissive and Insulting,Confrontational,Hostile
"Das Fette Schwein @USER_0 Gabriel Redet wieder auf ,alles vor der Wahl 2017 😂😂😂😂😂",Medium,Derogatory,Casual and disrespectful,Mocking
#Straeter ist einfach nur noch Strunz langweilig,Low,Critical,Informal,Negative
"Ich habe bis heute nicht verstanden, was an Dunkelhäutigen in schwarzen Burkas mit dunkler “Kultur“ BUNT sein soll... #Islamisierung",High,Dismissive,Derogatory and Racist,Prejudiced
So ein Bullshit..... Du denkst es geht nicht dümmer?....dann kennst die SPDler nicht...😂😂,Medium,Mocking,Sarcastic,Contemptuous
Unsere Politiker sind zu blöd einen Terroristen auszuweisen weil er keinen Pass hat!!!,High,Angry,Derogatory and Confrontational,Frustration and Disdain
Weit und breit kein Neger.,High,Dismissive,Offensive,Racist
"@USER_0de @USER_0 In der Türkei, das Maul nicht riskieren und hier frech werden! Typisch Türke!",High,Condescending,Insulting and Offensive,Derogatory
"Hinweis: Wer wegen Nadalnys angeblicher Vergiftung nun Nordstream Gas ablehnt, muss wegen dem tatsächlich getöteten Kashoggi auf das Saudi Öl verzichten Ihr Heuchler. #staatsTV",High,Accusatory,Sarcastic and Confrontational,Angry
"Donald Trump ist ein Großmaul, das die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge sein Maul halten.",High,Disrespectful and Insulting,Critical and Aggressive,Negative
Die hat doch den Arsch offen.,Medium,Cynical,Vulgar,Disrespectful
Bei einer psycho Sekte von freiwillig zu sprechen ist mutig.,Low,Neutral,Formal,Neutral
Hey Charr...du bist kein guter Boxer...im Ami-Land haut dich jeder Sparingspartner wech du Pfeife...!. @USER_1,High,Insulting,Aggressive and Derogatory,Hostile
"Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen Wendehälse die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.",Low,Reflective,Critical,Doubtful
"Die liebt Wahlkampf, andere lieben ihre Familien. Zum kotzen, was die SPD alles tut, um an der Macht zu kleben.",Medium,Critical,Sarcastic and Dismissive,Disdainful
Bayern sollte eine Unabhängigkeitswahl wie die Katalonen machen.. Wir brauchen keine sexy linksversiffte Regierung in Bayern,High,Aggressive,Derogatory and Offensive,Negative
"Gute Nacht, Ihr Lieben da draußen und träumt schön von Murksel und ihrem Kurzschwanzdackel Luschet 😜",Low,Affectionate,Casual and Playful,Friendly
AUF DAS DER FUROR TEUTONICUS ERWACHT !zurhöllemitmerkel !,Medium,Aggressive,Assertive,Angry
welches Meth nimmt eigentlich @USER_0? Ihre Haut sieht ja fürchterlich aus und dann das ständige blinzeln #furchtbar #maischberger,High,Mocking,Critical and Insulting,Negative
"Genau Grenzen dicht, aber richtig. Asylschmarotzer raus!",High,Aggressive,Dehumanizing and Nationalistic,Hateful
Stellt Lügenpresse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge Primaten? HAHAHAHA #rapefugees,High,Sarcastic,Derogatory and Offensive,Hostile
der Dummschwätzer Herr #Dobrindt gehört nicht in die #Bundesregierung sondern ins Irrenhaus #CDU #CSU,Medium,Disrespectful,Harsh and Insulting,Negative
stimmt. Die Russen hatten wenigstens diese Ossis unter Kontrolle,Low,Neutral,Informative,Indifferent
"Die meisten Schiffbrüchigen sind doch keine Flüchtlinge, sondern rücksichtslose Invasoren. Wann begreift Ihr politischen Hohlköpfe das?",High,Aggressive,Condescending and Insensitive,Hostile
das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen kriechen allen in den Arsch,High,Sarcastic,Aggressive and Insulting,Contemptuous
"Da erkennt man, mit was für jämmerlichen Deppen die abgefuckte SPD aus Machtgeilheit 4 Jahre das Volk verraten und verkauft hat !!!",High,Accusatory,Aggressive and Offensive,Angry
"Was die allermeisten immer noch nicht begriffen haben: Der Islam hat seine eigenen Menschenrechte, scharia-basiert. Ihr Deppen!",High,Condescending,Insulting and Provocative,Contemptuous
"Ekelhafter gehts kaum, wie sich diese CDU-Schwachmaten selbst beweihräuchern u feiern u das vor dem Hintergrund des tief gespaltenen Landes🤢",High,Contemptuous,Insulting and Disparaging,Negative
Hab gerade in Brüssel angerufen. Ist wie mit Denyz in der Türkei. Keiner will den Spast zurück :-),Low,Casual,Informal,Negative
Ich kritisiere insbesondere das scheinheilige Verhalten aller Mitglieder des Bundestags.,Low,Critical,Formal,Disapproving
idiotischer Kommentar. Aufm Supermannheft gepennt?,Medium,Mocking,Sarcastic and Insulting,Dismissive
Der Gscheidschmatzer macht mich richtig wütend! Fährt mit seinem Porsche rum und reißt seine Klappe auf...ich glaubs nicht!,High,Aggressive,Critical and Disparaging,Angry
Blind ist die Meck-Pomm Schlampe auch noch!,High,Insulting,Derogatory and Offensive,Contemptuous
"Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du Dir hinschieben, wo die Sonne nie scheint.",High,Defensive and Aggressive,Confrontational and Disrespectful,Hostile
"Stimmt, die BRD geht mir auch am ARSCH vorbei. DEUTSCHLAND gillt es gegen POLITVERBRECHER,wie Merkel,Schulz,u.MAAS zu schützen !!",High,Aggressive,Defamatory and Threatening,Hostile
"Dummes Gelaber wegen Abschiebung in unsichere Staaten. Berlin, Manchester. und Nizza liegen auch in unsicheren Staaten. Also keine Hemmungen.",Medium,Dismissive,Sarcastic,Disregard
